0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,pose
0.754062,0.754251,0.789937,0.757084,0.755763,0.556561,0.619634,0.363827,0.392873,0.200753,0.422938,0.084602,0.101479,0.338128,0.411019,0.792407,0.875971,2
0.714617,0.750057,0.750057,0.752876,0.751562,0.529122,0.581432,0.362313,0.391176,0.189337,0.421046,0.084208,0.100985,0.302026,0.413201,0.821,0.869089,2
0.706481,0.741609,0.741609,0.709464,0.743126,0.517964,0.571919,0.320623,0.387097,0.385706,0.416594,0.083981,0.083981,0.301404,0.405832,0.815758,0.829451,2
0.71249,0.749845,0.746964,0.718705,0.745519,0.565481,0.574443,0.299948,0.389752,0.213581,0.465585,0.115211,0.082491,0.497079,0.462943,0.843706,0.860314,2
0.683552,0.755253,0.754527,0.723389,0.718829,0.57462,0.586641,0.353834,0.398237,0.242862,0.47469,0.132427,0.105902,0.488933,0.454882,0.797147,0.852186,2
0.715647,0.751629,0.750877,0.755565,0.751065,0.571536,0.57962,0.352681,0.396119,0.220633,0.537131,0.121547,0.084227,0.497358,0.463175,0.773725,0.897031,2
0.716728,0.753177,0.752614,0.723586,0.753177,0.573643,0.584891,0.35489,0.39849,0.245515,0.539409,0.117611,0.084014,0.45784,0.45784,0.767085,0.851229,2
0.717994,0.753115,0.753301,0.722066,0.753301,0.573893,0.582314,0.354391,0.398277,0.236577,0.575803,0.133691,0.083559,0.491073,0.457031,0.799179,0.854546,2
0.718252,0.753603,0.754153,0.719213,0.717675,0.573577,0.582333,0.328762,0.397392,0.218796,0.540102,0.116331,0.083098,0.491744,0.49705,0.802966,0.855545,2
0.715963,0.751218,0.751964,0.754197,0.751964,0.571453,0.582923,0.351986,0.39563,0.219728,0.537338,0.117308,0.083883,0.46324,0.497458,0.774079,0.862391,2
0.717895,0.753108,0.753291,0.72191,0.753291,0.572934,0.584854,0.352324,0.396508,0.242456,0.539526,0.136898,0.082998,0.459209,0.493373,0.769609,0.857605,2
0.717262,0.752559,0.753285,0.721256,0.75274,0.571756,0.580798,0.350604,0.394867,0.253641,0.471387,0.132413,0.088447,0.462077,0.462077,0.773389,0.861377,2
0.719099,0.754406,0.755113,0.72132,0.755113,0.572673,0.58246,0.337494,0.394739,0.266678,0.473113,0.130645,0.088217,0.459341,0.459341,0.770789,0.858395,2
0.720354,0.756242,0.75571,0.726285,0.75571,0.574634,0.584236,0.37892,0.397272,0.240589,0.443249,0.114631,0.081883,0.488618,0.454496,0.764556,0.852114,2
0.718649,0.753802,0.754532,0.756719,0.753985,0.573938,0.58277,0.35345,0.397685,0.243037,0.473762,0.121441,0.090211,0.456686,0.456686,0.766441,0.854383,2
0.753083,0.752354,0.789113,0.755266,0.752536,0.571643,0.616169,0.350669,0.394859,0.241413,0.471186,0.120039,0.10413,0.462408,0.462408,0.806724,0.861747,2
0.752719,0.751987,0.788235,0.75491,0.75217,0.571368,0.618696,0.376911,0.394713,0.241667,0.470771,0.120098,0.104135,0.463162,0.463162,0.807553,0.862636,2
0.71639,0.752968,0.752234,0.756809,0.752418,0.571901,0.580673,0.327011,0.395458,0.218303,0.439365,0.120507,0.088854,0.461862,0.456752,0.808353,0.860925,2
0.715637,0.752201,0.751642,0.756105,0.752201,0.571843,0.580152,0.352469,0.396117,0.227833,0.438982,0.121298,0.089346,0.462271,0.428386,0.805726,0.86114,2
0.752337,0.751603,0.788391,0.754536,0.752337,0.571032,0.618294,0.376732,0.39447,0.254051,0.438305,0.120101,0.104085,0.493628,0.469683,0.844318,0.863722,2
0.751591,0.750852,0.78768,0.753804,0.751591,0.570308,0.617476,0.376245,0.42352,0.254035,0.469324,0.103919,0.103919,0.465975,0.437993,0.846609,0.866058,2
0.71507,0.75109,0.750337,0.755034,0.75109,0.570851,0.61743,0.378055,0.395385,0.228156,0.437604,0.121285,0.089005,0.464923,0.464923,0.808792,0.864345,2
0.751909,0.751909,0.751352,0.755803,0.751909,0.571221,0.582756,0.377709,0.395252,0.243225,0.470204,0.120829,0.088829,0.463787,0.463787,0.843479,0.863135,2
0.714191,0.749639,0.749639,0.71839,0.750212,0.570468,0.578139,0.352541,0.395554,0.245518,0.535504,0.118728,0.084982,0.500327,0.500327,0.845514,0.865602,2
0.71494,0.7502,0.750389,0.719093,0.714344,0.57085,0.543357,0.364496,0.385716,0.220872,0.536263,0.134912,0.084493,0.499196,0.499196,0.84695,0.899278,2
0.717336,0.755503,0.752757,0.759149,0.753307,0.572385,0.584231,0.363905,0.396019,0.2425,0.504912,0.116379,0.083166,0.494839,0.494839,0.83987,0.894269,2
0.715711,0.751092,0.751824,0.719738,0.715711,0.536358,0.578964,0.361222,0.393219,0.240984,0.502444,0.11641,0.10343,0.4664,0.505976,0.778599,0.866764,2
0.716924,0.752428,0.752973,0.719211,0.716924,0.537633,0.542078,0.362054,0.394376,0.24098,0.504007,0.132454,0.103842,0.463169,0.468748,0.807791,0.862765,2
0.71681,0.752115,0.752297,0.720826,0.716235,0.537776,0.580348,0.338994,0.394726,0.217719,0.503999,0.120052,0.0884,0.462946,0.462946,0.843048,0.862391,2
0.716902,0.752402,0.752402,0.720904,0.716902,0.571365,0.580372,0.338607,0.394477,0.217338,0.504016,0.115994,0.088231,0.463087,0.468674,0.843366,0.862637,2
0.718909,0.755724,0.754279,0.724956,0.71834,0.573733,0.585879,0.352556,0.397013,0.217578,0.540684,0.115623,0.08259,0.491179,0.457046,0.767195,0.889869,2
0.717457,0.752776,0.753498,0.719727,0.717457,0.537944,0.580875,0.338202,0.394448,0.216615,0.504563,0.11957,0.103743,0.46225,0.467804,0.809379,0.861721,2
0.682461,0.755363,0.7179,0.722392,0.718463,0.572473,0.584945,0.362067,0.395013,0.215966,0.539753,0.114974,0.082154,0.494294,0.460026,0.842417,0.859053,2
0.681192,0.717835,0.753352,0.721768,0.717835,0.571669,0.584145,0.337489,0.394096,0.213521,0.504836,0.119151,0.103401,0.496386,0.496386,0.809414,0.861635,2
0.719649,0.754895,0.719649,0.723541,0.719649,0.573577,0.586233,0.338705,0.395937,0.23975,0.507202,0.119744,0.104217,0.457117,0.457117,0.803394,0.855499,2
0.719449,0.754697,0.754873,0.72332,0.718894,0.539528,0.585984,0.33803,0.395423,0.23909,0.506994,0.119389,0.081553,0.491342,0.457123,0.803463,0.855477,2
0.683899,0.71994,0.71994,0.723742,0.71994,0.57268,0.585928,0.335788,0.39387,0.212863,0.509193,0.113198,0.080873,0.493363,0.459012,0.842206,0.862447,2
0.681843,0.718475,0.717917,0.72237,0.718475,0.572013,0.584707,0.337069,0.3941,0.238849,0.505478,0.087842,0.103231,0.46105,0.46105,0.772837,0.860517,2
0.717966,0.753353,0.717966,0.721858,0.717408,0.571251,0.584001,0.336146,0.393139,0.265793,0.504682,0.118403,0.081854,0.462944,0.462944,0.80842,0.86296,2
0.719747,0.75571,0.75518,0.723627,0.719191,0.539835,0.586265,0.338376,0.395737,0.239389,0.507241,0.119554,0.104053,0.491415,0.457191,0.768099,0.855655,2
0.719484,0.75481,0.75551,0.72333,0.719484,0.57269,0.585663,0.336751,0.394369,0.213986,0.506569,0.118646,0.087944,0.45916,0.45916,0.770832,0.858329,2
0.716885,0.752318,0.753032,0.717821,0.716885,0.570206,0.579803,0.33567,0.392227,0.238418,0.505721,0.118242,0.082283,0.500136,0.505212,0.814164,0.866325,2
0.680846,0.717743,0.717186,0.721632,0.717743,0.570895,0.58368,0.335684,0.392674,0.237958,0.50432,0.081854,0.098142,0.463824,0.503304,0.773811,0.864103,2
0.675881,0.747968,0.746542,0.715398,0.710915,0.534124,0.579558,0.336271,0.392189,0.214851,0.501182,0.119111,0.08164,0.454051,0.454051,0.761631,0.848585,2
0.676174,0.746632,0.711196,0.71569,0.711196,0.534553,0.576909,0.33684,0.392712,0.239247,0.468818,0.119411,0.088578,0.453489,0.453489,0.760902,0.847889,2
0.67741,0.713027,0.748116,0.716938,0.712467,0.535426,0.578003,0.324518,0.393217,0.239063,0.469817,0.119404,0.088696,0.453212,0.453212,0.760956,0.882521,2
0.719598,0.755459,0.754747,0.723507,0.719038,0.540525,0.586596,0.327455,0.397015,0.2407,0.474706,0.120492,0.081952,0.454425,0.454425,0.764215,0.851754,2
0.718821,0.754048,0.754767,0.722774,0.718255,0.573312,0.582582,0.351715,0.396281,0.241122,0.508883,0.120333,0.104654,0.45802,0.45802,0.804056,0.856372,2
0.716377,0.751536,0.751714,0.720279,0.715818,0.570831,0.580351,0.349276,0.393894,0.23901,0.506829,0.119154,0.103574,0.457589,0.491725,0.767672,0.855071,2
0.681992,0.717837,0.753683,0.7225,0.718422,0.574572,0.586037,0.355284,0.399158,0.245089,0.509421,0.122622,0.106762,0.455355,0.455355,0.796953,0.852369,2
0.717262,0.752438,0.75318,0.757064,0.754107,0.572956,0.584491,0.365433,0.397208,0.236343,0.505197,0.121648,0.08997,0.49351,0.459396,0.804806,0.857557,2
0.680523,0.75293,0.752182,0.721145,0.717035,0.57311,0.584439,0.354108,0.397746,0.237259,0.507632,0.122131,0.083919,0.459136,0.459136,0.804204,0.857072,2
0.682726,0.755114,0.753636,0.722519,0.718456,0.574868,0.586361,0.355746,0.399676,0.245117,0.509933,0.122904,0.107152,0.452659,0.452659,0.793356,0.848695,2
0.683061,0.755545,0.718252,0.722918,0.718837,0.569557,0.58661,0.356047,0.399926,0.245562,0.507589,0.12304,0.10722,0.453829,0.453829,0.794948,0.850397,2
0.681108,0.753335,0.751874,0.720779,0.716763,0.573157,0.588359,0.354018,0.398031,0.243465,0.508624,0.122051,0.10641,0.451623,0.451623,0.791767,0.846799,2
0.681808,0.717684,0.753561,0.722331,0.718267,0.574161,0.585727,0.354579,0.398517,0.244483,0.473702,0.122207,0.083494,0.456329,0.456329,0.765592,0.853682,2
0.718555,0.753738,0.754466,0.720842,0.719509,0.573591,0.585594,0.352794,0.397105,0.234481,0.473458,0.136997,0.099386,0.457495,0.457495,0.800443,0.855489,2
0.718604,0.753758,0.754489,0.722619,0.719562,0.573908,0.585791,0.365336,0.397673,0.235065,0.473715,0.132798,0.083,0.456769,0.456769,0.801932,0.85448,2
0.71916,0.754461,0.755008,0.757192,0.755919,0.574562,0.586468,0.354083,0.398373,0.2433,0.442654,0.090659,0.099541,0.41578,0.455103,0.761779,0.852379,2
0.683478,0.7193,0.7193,0.723875,0.719874,0.575459,0.587367,0.39244,0.399385,0.243739,0.475568,0.122249,0.099542,0.419172,0.486808,0.761664,0.8495,2
0.71925,0.75457,0.71925,0.72324,0.71925,0.574425,0.586449,0.391036,0.398012,0.242756,0.474462,0.137333,0.082767,0.455374,0.489439,0.800347,0.852812,2
0.720069,0.755162,0.755343,0.724042,0.721017,0.575323,0.590888,0.366155,0.398917,0.242943,0.475583,0.121822,0.0992,0.419367,0.492373,0.759479,0.849928,2
0.684967,0.756575,0.756037,0.724704,0.720769,0.575743,0.588047,0.391656,0.399011,0.24227,0.476291,0.115249,0.082351,0.48111,0.485872,0.796276,0.848571,2
0.719282,0.754496,0.754676,0.723217,0.719282,0.573693,0.589527,0.363576,0.396546,0.240921,0.473953,0.120345,0.09865,0.456996,0.491162,0.802882,0.855142,2
0.72061,0.755753,0.755931,0.724517,0.72061,0.54154,0.591046,0.364685,0.407645,0.232688,0.475753,0.120898,0.082016,0.453307,0.487382,0.798361,0.850546,2
0.718358,0.753639,0.754356,0.756504,0.755252,0.572518,0.588364,0.325993,0.395213,0.240346,0.472571,0.11974,0.104027,0.459964,0.494219,0.806647,0.858913,2
0.68347,0.754849,0.755382,0.721657,0.720356,0.573437,0.586026,0.326301,0.395899,0.239961,0.473851,0.114646,0.081895,0.457513,0.496879,0.839339,0.855951,2
0.714772,0.749918,0.749918,0.750858,0.750858,0.569021,0.580339,0.362136,0.393161,0.243141,0.503022,0.120347,0.104003,0.469502,0.464368,0.817343,0.835264,2
0.714979,0.750345,0.75053,0.753309,0.752013,0.569822,0.581472,0.361918,0.393474,0.242138,0.468667,0.119998,0.087837,0.467262,0.467262,0.814931,0.83268,2
0.715446,0.750811,0.751548,0.753756,0.752469,0.570098,0.581896,0.349672,0.393523,0.269997,0.504745,0.119816,0.103709,0.432398,0.506054,0.814117,0.831784,2
0.683107,0.755808,0.75528,0.723718,0.720769,0.573566,0.593563,0.350661,0.405348,0.223719,0.474188,0.081584,0.0979,0.457068,0.491294,0.767995,0.855528,2
0.719668,0.754997,0.755171,0.723502,0.720582,0.572768,0.592968,0.324216,0.403904,0.213712,0.473511,0.081197,0.097425,0.458916,0.493235,0.770616,0.858073,2
0.683255,0.755433,0.755433,0.723147,0.72025,0.571901,0.592265,0.322679,0.402498,0.210217,0.472698,0.097085,0.097085,0.42685,0.460976,0.773431,0.864934,2
0.716387,0.751615,0.752522,0.716387,0.753789,0.535395,0.588868,0.323225,0.391776,0.223675,0.504175,0.118611,0.102581,0.434294,0.468489,0.817211,0.869597,2
0.716733,0.75214,0.752859,0.75662,0.718993,0.570387,0.590188,0.32375,0.402598,0.2157,0.470095,0.118675,0.098921,0.465338,0.470825,0.813498,0.865757,2
0.68262,0.754037,0.718679,0.72255,0.719603,0.571933,0.592009,0.348724,0.403393,0.238155,0.472337,0.097878,0.102921,0.461152,0.500576,0.773156,0.860765,2
0.720402,0.75719,0.755601,0.760005,0.722622,0.569081,0.594374,0.351833,0.406502,0.24003,0.510591,0.098039,0.098039,0.454886,0.494194,0.800616,0.817935,2
0.719013,0.754348,0.755052,0.757159,0.757159,0.57235,0.592421,0.360755,0.403846,0.23834,0.47283,0.134452,0.103156,0.426059,0.460096,0.807427,0.859427,2
0.718826,0.753944,0.753944,0.718826,0.718826,0.571667,0.584176,0.324768,0.394037,0.215632,0.471686,0.134984,0.103346,0.462042,0.462042,0.809436,0.861639,2
0.720168,0.754004,0.756135,0.718864,0.75773,0.571488,0.591407,0.348898,0.393642,0.223254,0.507182,0.098386,0.103066,0.462426,0.462426,0.774452,0.862206,2
0.680307,0.716249,0.752569,0.756868,0.754005,0.570731,0.590525,0.348632,0.393132,0.239379,0.470499,0.134816,0.087364,0.469963,0.430363,0.776751,0.86465,2
0.717204,0.752769,0.753306,0.75545,0.719456,0.570847,0.590684,0.360367,0.393147,0.239164,0.470699,0.134707,0.087351,0.464133,0.464133,0.812056,0.864275,2
0.71791,0.753149,0.753149,0.755273,0.755273,0.569999,0.586178,0.32235,0.401482,0.237692,0.46996,0.11784,0.086478,0.471524,0.466114,0.779191,0.831927,2
0.714271,0.749676,0.750582,0.750582,0.750582,0.566291,0.578612,0.32003,0.388316,0.237928,0.501022,0.133606,0.085107,0.481203,0.475803,0.790694,0.843697,2
0.71469,0.750802,0.751518,0.755267,0.753663,0.562709,0.588128,0.382953,0.39985,0.237613,0.503426,0.133536,0.101487,0.476233,0.470837,0.784845,0.872842,2
0.714993,0.750518,0.751239,0.753401,0.753401,0.568259,0.58807,0.321748,0.400343,0.23844,0.467553,0.134021,0.08598,0.510395,0.470757,0.820309,0.837474,2
0.713473,0.749146,0.749865,0.752018,0.752018,0.565957,0.585931,0.278368,0.426647,0.248074,0.465014,0.084612,0.100614,0.476494,0.476494,0.827786,0.879999,2
0.713102,0.750282,0.74861,0.753247,0.750282,0.5674,0.579072,0.347201,0.390713,0.301491,0.501577,0.119042,0.102711,0.478954,0.439134,0.786945,0.875427,2
0.678479,0.750871,0.750321,0.754706,0.751786,0.568677,0.580682,0.323349,0.401611,0.268117,0.467666,0.118828,0.086724,0.475467,0.469941,0.818783,0.871287,2
0.684116,0.713593,0.751032,0.747239,0.753011,0.596767,0.568739,0.333565,0.39517,0.213922,0.286485,0.109906,0.106206,0.437779,0.462553,0.855831,0.859459,2
0.714538,0.70953,0.750094,0.742129,0.747802,0.588148,0.563958,0.354251,0.39052,0.222613,0.28251,0.089112,0.104146,0.437905,0.431525,0.858526,0.862362,2
0.72103,0.717304,0.756707,0.748696,0.754401,0.590844,0.569969,0.554729,0.395674,0.310338,0.287009,0.106394,0.106394,0.466648,0.460578,0.857363,0.857363,2
0.716575,0.74606,0.752,0.743889,0.747685,0.594844,0.567093,0.552324,0.395189,0.358929,0.287141,0.107059,0.107059,0.431823,0.450552,0.849522,0.817075,2
0.719105,0.750867,0.756696,0.748736,0.752461,0.598507,0.570482,0.555208,0.396325,0.359936,0.287875,0.107016,0.107016,0.43217,0.451259,0.852252,0.819623,2
0.72243,0.718647,0.753819,0.750012,0.753819,0.599595,0.567029,0.556582,0.397918,0.361371,0.289017,0.107609,0.107609,0.435462,0.454441,0.856824,0.856824,2
0.728236,0.724576,0.763962,0.756091,0.759774,0.604702,0.576416,0.291699,0.390321,0.337879,0.290965,0.108359,0.108359,0.431259,0.450515,0.853698,0.853698,2
0.726497,0.724828,0.764314,0.756346,0.760075,0.605015,0.576764,0.3147,0.400894,0.3147,0.291609,0.108742,0.108742,0.432476,0.451622,0.855176,0.822337,2
0.730557,0.724747,0.766469,0.758673,0.762321,0.606108,0.577575,0.312837,0.399553,0.337043,0.290045,0.107356,0.107356,0.435044,0.454732,0.860454,0.831398,2
0.721797,0.720146,0.759527,0.751653,0.755338,0.600327,0.572066,0.310393,0.396213,0.334252,0.287395,0.106325,0.106325,0.434915,0.454391,0.85763,0.824805,2
0.721948,0.718083,0.759683,0.751791,0.755484,0.60053,0.572286,0.310759,0.423662,0.33461,0.287728,0.10654,0.10654,0.43472,0.454145,0.85731,0.85731,2
0.712883,0.711199,0.746179,0.743317,0.746179,0.564762,0.560263,0.307382,0.391977,0.330732,0.283956,0.105067,0.090049,0.436184,0.45537,0.855819,0.855819,2
0.716231,0.747966,0.74959,0.745794,0.74959,0.595878,0.563419,0.553043,0.395074,0.358675,0.286637,0.106477,0.106477,0.435675,0.454686,0.855843,0.855843,2
0.721071,0.717349,0.75675,0.748749,0.752493,0.598064,0.565485,0.310219,0.395574,0.359103,0.28691,0.10632,0.10632,0.435839,0.455102,0.857511,0.857511,2
0.725174,0.721516,0.760901,0.753038,0.756718,0.601626,0.573342,0.311261,0.397233,0.335187,0.288319,0.106813,0.106813,0.434014,0.458966,0.856798,0.856798,2
0.724614,0.754669,0.760311,0.752606,0.756212,0.600805,0.572408,0.556388,0.395246,0.333165,0.29761,0.105632,0.105632,0.464961,0.459073,0.890115,0.860952,2
0.719458,0.71576,0.750733,0.747013,0.750733,0.597016,0.569035,0.310066,0.422057,0.310066,0.286958,0.106584,0.106584,0.394789,0.419577,0.851537,0.851537,2
0.729938,0.761514,0.761514,0.757679,0.761514,0.60636,0.573591,0.317066,0.42087,0.317066,0.293436,0.109778,0.109778,0.397708,0.454354,0.859068,0.859068,2
0.727082,0.76282,0.76282,0.754741,0.760495,0.604008,0.575903,0.315378,0.391284,0.33922,0.292052,0.109222,0.109222,0.425547,0.451106,0.853794,0.853794,2
0.721198,0.750885,0.75675,0.748741,0.754445,0.598704,0.570728,0.311709,0.387064,0.213037,0.288494,0.107442,0.107442,0.394552,0.450835,0.8516,0.8516,2
0.717115,0.711083,0.752544,0.744452,0.750216,0.595319,0.567546,0.310746,0.38542,0.213479,0.287341,0.107135,0.107135,0.394318,0.450269,0.849336,0.849336,2
0.72234,0.751905,0.753557,0.749696,0.753557,0.600215,0.567796,0.338567,0.38033,0.216404,0.291356,0.109286,0.094357,0.431964,0.450459,0.851057,0.818491,2
0.691605,0.721079,0.758538,0.754732,0.758538,0.60424,0.571654,0.340007,0.419625,0.229763,0.292784,0.109738,0.109738,0.431679,0.450421,0.852771,0.852771,2
0.725267,0.756988,0.758628,0.754796,0.758628,0.604981,0.572511,0.367174,0.384134,0.216602,0.29465,0.11112,0.11112,0.428374,0.446762,0.847646,0.815054,2
0.690772,0.755886,0.757516,0.753708,0.757516,0.603692,0.571199,0.365544,0.419668,0.229986,0.293091,0.110116,0.110116,0.429649,0.41107,0.849407,0.816784,2
0.720013,0.751662,0.753317,0.749451,0.753317,0.600092,0.567695,0.363761,0.417472,0.21653,0.291481,0.109405,0.109405,0.431615,0.45006,0.850411,0.817866,2
0.689537,0.7188,0.756186,0.752315,0.756186,0.602815,0.570384,0.366025,0.410847,0.231298,0.293574,0.110571,0.095742,0.400077,0.411327,0.849144,0.812652,2
0.721686,0.715507,0.752755,0.748874,0.752755,0.600152,0.567871,0.364794,0.381362,0.230896,0.292626,0.11032,0.095489,0.428666,0.446831,0.841932,0.845714,2
0.685166,0.714408,0.751536,0.715346,0.751536,0.598487,0.566174,0.336332,0.415291,0.213306,0.289561,0.108349,0.108349,0.398328,0.447056,0.84238,0.813584,2
0.677361,0.706271,0.710177,0.707203,0.743014,0.591672,0.559712,0.332652,0.410664,0.211346,0.286344,0.107149,0.107148,0.4243,0.44274,0.833802,0.837428,2
0.706578,0.737627,0.739246,0.703564,0.739246,0.588913,0.557132,0.332304,0.409645,0.212193,0.286021,0.107362,0.107362,0.416333,0.441088,0.830107,0.833779,2
0.707992,0.702043,0.738461,0.734724,0.738461,0.588753,0.557114,0.332517,0.409822,0.216605,0.286511,0.107915,0.107915,0.381631,0.436079,0.823092,0.794985,2
0.704539,0.737075,0.737075,0.701582,0.737075,0.587154,0.555486,0.330562,0.407882,0.209929,0.284629,0.106712,0.106712,0.419847,0.438029,0.829088,0.797286,2
0.671307,0.699899,0.736364,0.732612,0.736364,0.58657,0.554911,0.330707,0.407812,0.210899,0.284658,0.10678,0.10678,0.384527,0.439141,0.826626,0.798469,2
0.707303,0.703348,0.739975,0.736196,0.739975,0.589605,0.557818,0.357442,0.410215,0.212223,0.286511,0.124993,0.107633,0.385733,0.409653,0.829552,0.801301,2
0.673748,0.702472,0.738935,0.735247,0.738935,0.588599,0.556858,0.355677,0.408572,0.20958,0.285004,0.112331,0.106768,0.383503,0.40752,0.826592,0.798315,2
0.72139,0.71968,0.754707,0.751798,0.754707,0.601257,0.568835,0.280625,0.353715,0.205936,0.325909,0.109462,0.094706,0.430207,0.448759,0.849204,0.849204,2
0.722214,0.752912,0.75568,0.752045,0.75568,0.60087,0.572609,0.275959,0.359946,0.195235,0.287774,0.106591,0.097522,0.401195,0.456562,0.853349,0.853349,2
0.719188,0.749662,0.752449,0.748789,0.752449,0.598738,0.570709,0.276284,0.359801,0.201763,0.287932,0.107125,0.097779,0.428387,0.453014,0.847253,0.847253,2
0.724999,0.756946,0.758497,0.754873,0.758497,0.603475,0.575158,0.277498,0.361849,0.21112,0.231054,0.107537,0.107537,0.430041,0.454949,0.852028,0.852028,2
0.723414,0.755716,0.762704,0.754838,0.758519,0.603895,0.575694,0.279146,0.363347,0.202685,0.232543,0.108556,0.108556,0.429455,0.454168,0.850636,0.850636,2
0.726463,0.758389,0.763984,0.756345,0.761785,0.604926,0.576573,0.312672,0.372851,0.209412,0.244201,0.108101,0.108101,0.426872,0.451758,0.848272,0.852067,2
0.722531,0.754841,0.761562,0.753996,0.759384,0.60262,0.574262,0.275932,0.360372,0.207977,0.229805,0.106866,0.106866,0.427338,0.452315,0.881278,0.852243,2
0.719335,0.751359,0.75689,0.749338,0.754716,0.597381,0.573568,0.270932,0.354863,0.206782,0.190891,0.103531,0.103531,0.435007,0.460363,0.858324,0.861996,2
0.749897,0.748363,0.75397,0.746315,0.751766,0.594988,0.571393,0.293329,0.39033,0.219983,0.204969,0.103435,0.103435,0.435667,0.429471,0.857867,0.828954,2
0.719686,0.751824,0.757335,0.749809,0.755169,0.597271,0.57333,0.269834,0.390269,0.206435,0.203767,0.102726,0.102726,0.437814,0.426145,0.862716,0.833532,2
0.718704,0.750724,0.756369,0.748661,0.752268,0.596902,0.568525,0.329925,0.355385,0.234304,0.238287,0.103897,0.089211,0.437301,0.425346,0.860834,0.86457,2
0.718648,0.750739,0.756203,0.748742,0.754055,0.596364,0.572401,0.327355,0.389328,0.217759,0.202931,0.102365,0.102366,0.436543,0.393285,0.860754,0.831594,2
0.716196,0.74689,0.753676,0.746038,0.751478,0.594867,0.566588,0.318052,0.354078,0.233227,0.237342,0.103528,0.103528,0.4346,0.459773,0.856273,0.859981,2
0.715439,0.747413,0.752916,0.745401,0.750752,0.593671,0.569885,0.268234,0.387954,0.21761,0.20273,0.102059,0.102059,0.436434,0.430372,0.859264,0.830229,2
0.709407,0.741189,0.746731,0.739163,0.744553,0.58846,0.564934,0.266095,0.34875,0.229445,0.201701,0.101119,0.101119,0.436526,0.461793,0.857109,0.828256,2
0.707477,0.739234,0.744754,0.737217,0.742585,0.58661,0.563083,0.264668,0.347116,0.244847,0.189066,0.10038,0.10038,0.468033,0.462431,0.857458,0.828602,2
0.708595,0.740408,0.745834,0.738425,0.743701,0.587401,0.563681,0.297759,0.38264,0.203233,0.199514,0.099918,0.099918,0.43629,0.424939,0.88986,0.828199,2
0.712565,0.744331,0.749876,0.742305,0.747697,0.591669,0.563482,0.291275,0.387762,0.268649,0.203321,0.102585,0.102585,0.396274,0.421551,0.850002,0.824601,2
0.716255,0.748188,0.75367,0.746185,0.75367,0.59462,0.570833,0.549897,0.388865,0.281282,0.203096,0.102608,0.102608,0.434107,0.454265,0.856223,0.827242,2
0.716461,0.748269,0.754087,0.746142,0.74986,0.595686,0.567622,0.296497,0.320938,0.253977,0.240589,0.105405,0.105405,0.435679,0.455026,0.856647,0.856647,2
0.712262,0.744518,0.751706,0.743615,0.747402,0.593259,0.56526,0.273109,0.345342,0.307365,0.283713,0.1048,0.098411,0.440069,0.459411,0.861701,0.825231,2
